Aircraft id,Aircraft name,Manufacturer,Country,Category,Role,Engine_type,Engines,WTC,Seats,First_flight,Last_manufactured,Number_built
__H53K,Sikorsky CH-53K King Stallion,Sikorsky Aircraft Corporation,United States,Helicopter,Helicopter,Turboprop,3,Medium,37,2015,,
__HA1052,Hawker P.1052,Hawker Aircraft,United Kingdom,Landplane,General Aviation,Jet,1,Light,1,1948,?,2
__HA1072,Hawker P.1072,Hawker Aircraft,United Kingdom,Landplane,General Aviation,Rocket,2,Medium,1,1950,1950,1
__HA1081,Hawker P.1081,Hawker Aircraft,United Kingdom,Landplane,Fighter,Jet,1,Medium,1,1950,1950,1
__HA1909,Hanriot 1909 monoplane,Hanriot,France,Landplane,General Aviation,Piston,1,Light,1,1909,?,2
__HAD1,Halberstadt D.I,Halberst&auml;dter Flugzeug-Werke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1915,1915,2
__HAD2,Halberstadt D.II,Halberst&auml;dter Flugzeug-Werke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1915,1917,204
__HADANE,Hawker Danecock,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1925,1926,15
__HADH1,H&auml;feli DH-1,Eidgen&ouml;ssische Konstruktions Werkst&auml;tte,Switzerland,Landplane,Reconnaissance,Piston,1,Light,2,1916,?,6
__HADH2,H&auml;feli DH-2,Eidgen&ouml;ssische Konstruktions Werkst&auml;tte,Switzerland,Landplane,Reconnaissance,Piston,1,Light,2,1916,?,6
__HADH3,H&auml;feli DH-3,Eidgen&ouml;ssische Konstruktions Werkst&auml;tte,Switzerland,Landplane,Reconnaissance,Piston,1,Light,2,1917,?,110
__HADH4,H&auml;feli DH-4,Eidgen&ouml;ssische Konstruktions Werkst&auml;tte,Switzerland,Landplane,Fighter,Piston,1,Light,2,1918,1918,1
__HADH5,H&auml;feli DH-5,Eidgen&ouml;ssische Konstruktions Werkst&auml;tte,Switzerland,Landplane,Reconnaissance,Piston,1,Light,2,1919,?,80
__HADI,Hanriot D.I,Hanriot,France,Landplane,General Aviation,Piston,1,Light,1,1912,?,
__HADUI,Hawker Duiker,Hawker Aircraft,United Kingdom,Landplane,Reconnaissance,Piston,1,Light,1,1923,1923,1
__HAF20,Hawker F.20/27,Hawker Aircraft,United Kingdom,Landplane,Interceptor,Piston,1,Light,1,1928,1928,1
__HAHAR,Hawker Harrier,Hawker Aircraft,United Kingdom,Landplane,Bomber,Piston,1,Light,2,1927,1927,1
__HAHART,Hawker Hart,Hawker Aircraft,United Kingdom,Landplane,Bomber,Piston,1,Light,2,1928,?,
__HAHAWF,Hawker Hawfinch,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1927,1927,1
__HAHECT,Hawker Hector,Hawker Aircraft,United Kingdom,Landplane,Other military,Piston,1,Light,2,1936,?,179
__HAHED,Hawker Hedgehog,Hawker Aircraft,United Kingdom,Landplane,Reconnaissance,Piston,1,Light,3,1924,1924,1
__HAHENL,Hawker Henley,Hawker Aircraft,United Kingdom,Landplane,Other military,Piston,1,Light,2,1937,?,202
__HAHER,Hawker Heron,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1925,1925,1
__HAHOO,Hawker Hoopoe,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1928,1928,1
__HAHORN,Hawker Hornbill,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1925,1925,1
__HAHORS,Hawker Horsley,Hawker Aircraft,United Kingdom,Landplane,Bomber,Piston,1,Light,2,1925,?,124
__HAHOTS,Hawker Hotspur,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,2,1938,1938,1
__HAMA7,Milit&auml;r-Apparat MA-7,Eidgen&ouml;ssische Konstruktions Werkst&auml;tte,Switzerland,Landplane,Fighter,Piston,1,Light,1,1925,1925,1
__HANIMR,Hawker Nimrod,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1931,?,92
__HAPH,Hall PH,Hall Aluminum Aircraft Corporation,United States,Seaplane,General Aviation,Piston,2,Light,6,1929,?,24
__HAPV3,Hawker P.V.3,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1934,1934,1
__HAPV4,Hawker P.V.4,Hawker Aircraft,United Kingdom,Landplane,Other military,Piston,1,Light,2,1934,1934,1
__HATOMT,Hawker Tomtit,Hawker Aircraft,United Kingdom,Landplane,Military Trainer,Piston,1,Light,2,1928,?,35
__HATORN,Hawker Tornado,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1939,?,4
__HAV3,Hybrid Air Vehicles HAV-3,Hybrid Air Vehicles,United Kingdom,Balloon,Balloon,Piston,4,Light,,2012,2012,1
__HAWOO,Hawker Woodcock,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1923,1926,64
__HBD1,Hansa-Brandenburg D.I,Hansa-Brandenburg,Germany,Landplane,Fighter,Piston,1,Light,1,1916,?,50
__HBDB,Dyott Bomber,Hewlett &amp; Blondeau,United Kingdom,Landplane,Bomber,Piston,2,Light,3,1916,?,2
__HBDM,Dyott monoplane,Hewlett &amp; Blondeau,United Kingdom,Landplane,General Aviation,Piston,1,Light,1,1913,1913,1
__HBKDW,Hansa-Brandenburg KDW,Hansa-Brandenburg,Germany,Seaplane,Fighter,Piston,1,Light,1,1916,1918,58
__HC130,Lockheed HC-130,Lockheed Corporation,United States,Landplane,Other military,Turboprop,4,Medium,7,1959,,
__HC144,EADS HC-144 Ocean Sentry,Construcciones Aeron&aacute;uticas SA (CASA),Spain,Landplane,Reconnaissance,Turboprop,2,Medium,6,2009,,18
__HD1,Hanriot HD.1,Hanriot,France,Landplane,Fighter,Piston,1,Light,1,1916,?,1 200
__HE112,Heinkel He 112,Heinkel Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1935,?,103
__HE162,Heinkel He 162 Volksj&auml;ger,Heinkel Flugzeugwerke,Germany,Landplane,Fighter,Jet,1,Light,1,1944,1945,320
__HE219,Heinkel He 219 Uhu,Heinkel Flugzeugwerke,Germany,Landplane,Fighter,Piston,2,Light,2,1942,?,300
__HE46,Heinkel He 46,Heinkel Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1931,?,500
__HE51,Heinkel He 51,Heinkel Flugzeugwerke,Germany,Seaplane,Fighter,Piston,1,Light,1,1933,?,700
__HE59,Heinkel He 59,Heinkel Flugzeugwerke,Germany,Seaplane,Reconnaissance,Piston,2,Light,5,1931,?,142
__HE64,Heinkel He 64,Heinkel Flugzeugwerke,Germany,Landplane,General Aviation,Piston,1,Light,2,1933,?,7
__HE70,Heinkel He 70,Heinkel Flugzeugwerke,Germany,Landplane,Bomber,Piston,1,Light,3,1932,?,324
__HEAZ,HESA Azarakhsh,Iran Aircraft Manufacturing Industrial Company (HESA),"Iran, Islamic Republic of",Landplane,Fighter,Jet,2,,1,1997,,11
__HEB,Head Balloons (all models),Head Balloons,United States,Balloon,Balloon,No engine,0,,,?,,
__HEHRA,Hordern-Richmond Autoplane,Heston Aircraft Company,United Kingdom,Landplane,General Aviation,Piston,2,Light,2,1936,1936,1
__HEJC6,Heston JC.6,Heston Aircraft Company,United Kingdom,Landplane,Reconnaissance,Piston,1,Light,2,1947,?,2
__HENHR,Napier-Heston Racer,Heston Aircraft Company,United Kingdom,Landplane,General Aviation,Piston,1,Light,1,1940,1940,1
__HEPHO,Heston Type 1 Phoenix,Heston Aircraft Company,United Kingdom,Landplane,General Aviation,Piston,1,Light,5,1935,1937,6
__HESA,HESA Saeqeh,Iran Aircraft Manufacturing Industrial Company (HESA),"Iran, Islamic Republic of",Landplane,Fighter,Jet,2,,1,2004,,5
__HET137,Heston T.1/37,Heston Aircraft Company,United Kingdom,Landplane,Military Trainer,Piston,1,Light,2,1938,1938,1
__HEYBHL,Youngman-Baynes High Lift,Heston Aircraft Company,United Kingdom,Landplane,General Aviation,Piston,1,Light,2,1948,1948,1
__HF135,Hamburger Flugzeugbau Ha 135,Hamburger Flugzeugbau,Germany,Landplane,General Aviation,Piston,1,Light,2,1934,?,6
__HF136,Hamburger Flugzeugbau Ha 136,Hamburger Flugzeugbau,Germany,Landplane,General Aviation,Piston,1,Light,1,1934,?,2
__HF137,Hamburger Flugzeugbau Ha 137,Hamburger Flugzeugbau,Germany,Landplane,Fighter,Piston,1,Light,1,1935,1937,6
__HF24,HAL HF-24 Marut,Hindustan Aeronautics Limited (HAL),India,Landplane,Fighter,Jet,2,,1,1961,,147
__HH60,Sikorsky HH-60 Pave Hawk,Sikorsky Aircraft Corporation,United States,Helicopter,Military Helicopter,Turboprop,2,Medium,4,1982,,
__HH65,Eurocopter HH-65 Dolphin,Eurocopter Group ,France,Helicopter,Helicopter,Turboprop,2,Light,4,1980,,102
__HIG2H,Hiro G2H,Hiro Naval Arsenal (Hiro Kaigun Kōshō),Japan,Landplane,Bomber,Piston,2,Light,6,1933,?,8
__HIH1H,Hiro H1H,Hiro Naval Arsenal (Hiro Kaigun Kōshō),Japan,Seaplane,Bomber,Piston,2,Light,4,1925,1934,65
__HIH2H,Hiro H2H,Hiro Naval Arsenal (Hiro Kaigun Kōshō),Japan,Seaplane,Reconnaissance,Piston,2,Light,6,1930,?,17
__HIH4H,Hiro H4H,Hiro Naval Arsenal (Hiro Kaigun Kōshō),Japan,Seaplane,Bomber,Piston,2,Light,6,1931,?,47
__HIT2,Hitachi T.2,Hitachi,Japan,Landplane,General Aviation,Piston,1,Light,2,?,?,
__HITR2,Hitachi TR.1,Hitachi,Japan,Landplane,Passenger Airliner,Piston,2,Light,8,1938,?,13
__HM1,Huarte Mendicoa HM-1,Aeronautica Industrial SA,Spain,Gyrocopter,General Aviation,Piston,1,Light,2,1943,?,
__HO229,Horten Ho 229,Horten brothers,Germany,Landplane,Fighter,Jet,2,Medium,1,1944,?,3
__HOH1,Horten H.I,Horten brothers,Germany,Landplane,Glider,No engine,0,Light,1,1933,?,2
__HOH2,Horten H.II,Horten brothers,Germany,Landplane,Glider,No engine,0,Light,1,1935,?,4
__HOH3,Horten H.III,Horten brothers,Germany,Landplane,Glider,No engine,0,Light,1,1937,?,19
__HOH4,Horten H.IV,Horten brothers,Germany,Landplane,Glider,No engine,0,Light,1,1941,1943,4
__HOH6,Horten H.VI,Horten brothers,Germany,Landplane,Glider,No engine,0,Light,1,?,?,2
__HP115,Handley Page HP.115,Handley Page Limited,United Kingdom,Landplane,General Aviation,Jet,1,Light,1,1961,1961,1
__HP14,Handley Page HP.14,Handley Page Limited,United Kingdom,Landplane,Reconnaissance,Piston,1,Light,2,1917,?,3
__HP19,Handley Page HP.19 Hanley,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,1,Light,1,1922,?,3
__HP20,Handley Page HP.20,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,1,Light,1,1921,1921,1
__HP22,Handley Page Type 22,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,1,Light,1,1923,?,3
__HP24,Handley Page HP.24 Hyderabad,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,2,Light,4,1923,?,44
__HP25,Handley Page HP.24 Hendon,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,1,Light,2,1924,?,6
__HP28,Handley Page HP.28 Handcross,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,1,Light,2,1924,?,3
__HP31,Handley Page HP.31 Harrow,Handley Page Limited,United Kingdom,Landplane,Reconnaissance,Piston,1,Light,2,1926,?,2
__HP32,Handley Page HP.32 Hamlet,Handley Page Limited,United Kingdom,Landplane,Passenger Airliner,Piston,2,Light,6,1926,1926,1
__HP34,Handley Page HP.34 Hare,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,1,Light,2,1928,1928,1
__HP39,Handley Page HP.39 Gugnunc,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,1,Light,2,1929,1929,1
__HP42,Handley Page HP.42,Handley Page Limited,United Kingdom,Landplane,Passenger Airliner,Piston,4,Medium,24,1930,?,8
__HP43,Handley Page HP.43,Handley Page Limited,United Kingdom,Landplane,Military Cargo,Piston,3,Medium,30,1932,1932,1
__HP46,Handley Page HP.46,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,1,Light,2,1932,1932,1
__HP47,Handley Page HP.47,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,1,Light,2,1934,1934,1
__HP50,Handley Page HP.50 Heyford,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,2,Light,4,1930,1936,125
__HP51,Handley Page HP.51,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,2,Light,5,1935,1935,1
__HP52,Handley Page HP.52 Hampden,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,2,Medium,4,1936,1941,1 430
__HP54,Handley Page HP.54 Harrow,Handley Page Limited,United Kingdom,Landplane,Military Cargo,Piston,2,Medium,20,1936,1937,100
__HP67,Handley Page HP.67 Hastings,Handley Page Limited,United Kingdom,Landplane,Passenger Airliner,Piston,4,Medium,50,1946,1952,151
__HP75,Handley Page HP.74 Manx,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,2,Light,2,1943,1943,1
__HP80,Handley Page HP.80 Victor,Handley Page Limited,United Kingdom,Landplane,Bomber,Jet,4,Medium,5,1952,1963,86
__HP81,Handley Page HP.81 Hermes,Handley Page Limited,United Kingdom,Landplane,Passenger Airliner,Piston,4,Medium,82,1945,1951,29
__HP88,Handley Page HP.88,Handley Page Limited,United Kingdom,Landplane,General Aviation,Jet,1,Light,1,1951,1951,1
__HPBT,Handley Page Basic Trainer,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,1,Light,2,1950,?,
__HPHA,Handley Page Halifax,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,4,Medium,7,1939,1946,6 178
__HPHE,Handley Page Dart Herald,Handley Page Limited,United Kingdom,Landplane,Passenger Airliner,Turboprop,2,Medium,56,1955,1968,50
__HPHIN,Handley Page Hinaidi,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,2,Light,4,1927,?,36
__HPMAN,Handley Page Marathon,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,4,Medium,20,1946,1951,43
__HPTA,Handley Page Type A,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,1,Light,1,1910,1910,1
__HPTB,Handley Page Type B,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,1,Light,1,1910,1910,1
__HPTD,Handley Page Type D,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,1,Light,1,1910,1910,1
__HPTE,Handley Page Type E,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,1,Light,4,1912,1912,1
__HPTF,Handley Page Type F,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,1,Light,2,1912,1912,1
__HPTG,Handley Page Type G,Handley Page Limited,United Kingdom,Landplane,General Aviation,Piston,1,Light,2,1913,1913,1
__HPTO,Handley Page Type O,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,2,Light,4,1916,?,600
__HPTS,Handley Page Type S,Handley Page Limited,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1923,?,2
__HPTW,Handley Page Type W,Handley Page Limited,United Kingdom,Landplane,Passenger Airliner,Piston,1,Light,12,1919,?,25
__HPV15,Handley Page V/1500,Handley Page Limited,United Kingdom,Landplane,Bomber,Piston,4,Medium,8,1918,?,63
__HRG1,Civil Air Department RG-1 Rohini,Hindustan Aeronautics Limited (HAL),India,Landplane,Glider,No engine,0,Light,2,1961,,107
__HS1127,Hawker Siddeley P.1127,Hawker Siddeley,United Kingdom,Landplane,Fighter,Jet,1,Light,1,1960,?,15
__HS123,Henschel Hs 123,Henschel &amp; Son,Germany,Landplane,Bomber,Piston,2,Light,1,1935,?,250
__HS126,Henschel Hs 125,Henschel &amp; Son,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1936,1941,
__HS780,Hawker Siddeley HS.780 Andover,Hawker Siddeley,United Kingdom,Landplane,Military Cargo,Turboprop,2,Medium,52,1963,?,37
__HSE30,Hispano-Suiza E-30,Hispano-Suiza,Spain,Landplane,Military Trainer,Piston,1,Light,2,1930,1935,28
__HSE34,Hispano-Suiza E-34,Hispano-Suiza,Spain,Landplane,Military Trainer,Piston,1,Light,2,1935,?,6
__HSJ3,Hipp&#039;s Superbirds J-3 Kitten,Hipp&#039;s Superbirds,United States,Landplane,Ultralight,Piston,1,Light,1,1986,,
__HTEM,Hawker Tempest,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1942,1945,1 702
__HTLB1,Huff-Daland LB-1,Huff-Daland Aero Corporation,United States,Landplane,Bomber,Piston,1,Light,4,1923,?,10
__HTTA2,Huff-Daland TA-2,Huff-Daland Aero Corporation,United States,Landplane,Military Trainer,Piston,1,Light,2,?,?,3
__HTTW5,Huff-Daland TW-5,Huff-Daland Aero Corporation,United States,Landplane,Military Trainer,Piston,1,Light,2,1923,?,26
__HTW10B,Howard Wright 1910 Biplane,Howard T. Wright,United Kingdom,Landplane,General Aviation,Piston,1,Light,1,1910,?,7
__HTXB1,Huff-Daland XB-1,Huff-Daland Aero Corporation,United States,Landplane,Bomber,Piston,2,Light,5,1927,1927,1
__HTXHB1,Huff-Daland XHB-1,Huff-Daland Aero Corporation,United States,Landplane,Bomber,Piston,1,Light,4,?,?,1
__HTYP,Hawker Typhoon,Hawker Aircraft,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1940,1945,3 317
__HUH4,Hughes H-4 Hercules,Hughes Aircraft,United States,Seaplane,Passenger Airliner,Piston,8,,,1947,1947,1
__IAINE,IAI Nesher,Israel Aerospace Industries (IAI),Israel,Landplane,Fighter,Jet,1,Medium,1,1971,,61
__IAR11,IAR CV 11,IAR (Industria Aeronautic� Rom&acirc;n�),Romania,Landplane,Fighter,Piston,1,Light,1,1930,?,2
__IAR14,IAR 14,IAR (Industria Aeronautic� Rom&acirc;n�),Romania,Landplane,Fighter,Piston,1,Light,1,1933,?,20
__IAR37,IAR 37,IAR (Industria Aeronautic� Rom&acirc;n�),Romania,Landplane,Reconnaissance,Piston,1,Light,3,1937,?,380
__IAR80,IAR 80,IAR (Industria Aeronautic� Rom&acirc;n�),Romania,Landplane,Fighter,Piston,1,Light,1,1939,1944,346
__IAR93,IAR-93 Vultur,IAR (Industria Aeronautic� Rom&acirc;n�),Romania,Landplane,Other military,Jet,2,,1,1974,1992,88
__IK2,Ikarus IK-2,Ikarus A.D.,Serbia,Landplane,Fighter,Piston,1,Light,1,1935,?,12
__IKSH,Comco Ikarus Sherpa,Comco Ikarus GmbH,Germany,Landplane,Ultralight,Piston,1,Light,2,1982,,
__IKSM,Ikarus &Scaron;M,Ikarus A.D.,Serbia,Seaplane,Military Trainer,Piston,1,Light,2,1924,?,42
__IL10,Ilyushin IL-10,Ilyushin Aviation Complex,Russian Federation,Landplane,Other military,Piston,1,Light,2,1944,1954,6 166
__IL106,Ilyushin IL-106 / PAK TA,Ilyushin Aviation Complex,Russian Federation,Landplane,Military Cargo,Jet,2,Medium,,?,,0
__IL112,Ilyushin IL-112,Ilyushin Aviation Complex,Russian Federation,Landplane,Military Cargo,Turboprop,2,Medium,,2019,,1
__IL12,Ilyushin IL-12,Ilyushin Aviation Complex,Russian Federation,Landplane,Passenger Airliner,Piston,2,,32,1945,?,663
__IL2,Ilyushin IL-2,Ilyushin Aviation Complex,Russian Federation,Landplane,Other military,Piston,1,Light,2,1939,1945,36 183
__IL20,Ilyushin IL-20,Ilyushin Aviation Complex,Russian Federation,Landplane,Reconnaissance,Turboprop,4,Medium,,,,
__IL22,Ilyushin IL-22,Ilyushin Aviation Complex,Russian Federation,Landplane,Other military,Turboprop,4,Medium,,,,
__IL276,Ilyushin IL-276,Ilyushin Aviation Complex,Russian Federation,Landplane,Military Cargo,Jet,2,Medium,70,?,,0
__IL4,Ilyushin IL-4,Ilyushin Aviation Complex,Russian Federation,Landplane,Bomber,Piston,2,,4,1936,1944,6 784
__IL78,Ilyushin IL-78,Ilyushin Aviation Complex,Russian Federation,Landplane,Military Refueler,Jet,4,Heavy,,1983,,53
__IL80,Ilyushin IL-80,Ilyushin Aviation Complex,Russian Federation,Landplane,Other military,Jet,4,Heavy,,1992,,4
__IL82,Ilyushin IL-82,Ilyushin Aviation Complex,Russian Federation,Landplane,Other military,Jet,4,Heavy,,?,,
__IMP,Aerocar IMP,Aerocar Inc,United States,Landplane,General Aviation,Piston,1,Light,4,?,?,
__INMO,Innovator Mosquito,Innovator Technologies,Canada,Helicopter,Helicopter,Turboprop,1,Light,1,?,,
__IS29,ICA IS-29,IAR (Industria Aeronautic� Rom&acirc;n�),Romania,Landplane,Glider,No engine,0,Light,1,1970,,200
__IVLC24,IVL C.24,Ilmailuvoimien lentokonetehdas,Finland,Landplane,Fighter,Piston,1,Light,1,1924,1924,1
__IVLC25,IVL C.VI.25,Ilmailuvoimien lentokonetehdas,Finland,Landplane,Fighter,Piston,1,Light,1,1925,1925,1
__IVLHAU,IVL Haukka,Ilmailuvoimien lentokonetehdas,Finland,Landplane,Fighter,Piston,1,Light,1,1927,?,3
__IVLK1,IVL K.1 Kurki,Ilmailuvoimien lentokonetehdas,Finland,Landplane,Military Trainer,Piston,1,Light,1,1927,1927,1
__J2M,Mitsubishi J2M,Mitsubishi Heavy Industries,Japan,Landplane,Fighter,Piston,1,Light,1,1942,1945,621
__JA32,Junkers A 32,Junkers &amp; Co,Germany,Landplane,Bomber,Piston,1,Light,4,1926,?,2
__JA35,Junkers A 35,Junkers &amp; Co,Germany,Landplane,General Aviation,Piston,1,Light,2,1923,?,186
__JA50,Junkers A 50,Junkers &amp; Co,Germany,Landplane,General Aviation,Piston,1,Light,2,1929,?,69
__JDM8,Murphy JDM-8,Murphy Aircraft Manufacturing,Canada,Landplane,Ultralight,Piston,1,Light,1,2001,,2
__JEF126,Junkers EF 126,Junkers &amp; Co,Germany,Landplane,Fighter,Jet,1,Light,1,1946,?,1
__JEF61,Junkers EF 61,Junkers &amp; Co,Germany,Landplane,Bomber,Piston,2,Light,2,1937,?,2
__JF13,Junkers F.13,Junkers &amp; Co,Germany,Landplane,Passenger Airliner,Piston,1,Light,6,1919,1932,322
__JG24,Junkers G 24,Junkers &amp; Co,Germany,Landplane,Passenger Airliner,Piston,3,Medium,14,1924,?,115
__JG31,Junkers G 31,Junkers &amp; Co,Germany,Landplane,Passenger Airliner,Piston,3,Medium,15,1926,?,13
__JG38,Junkers G.38,Junkers &amp; Co,Germany,Landplane,Passenger Airliner,Piston,4,Medium,34,1929,1931,2
__JJ1,Junkers J 1 Blechesel,Junkers &amp; Co,Germany,Landplane,General Aviation,Piston,1,Light,1,1915,1915,1
__JJ10,Junkers J 10 (CL.I),Junkers &amp; Co,Germany,Landplane,Other military,Piston,1,Light,2,1917,?,51
__JJ15,Junkers J 15,Junkers &amp; Co,Germany,Landplane,General Aviation,Piston,1,Light,3,1921,1921,1
__JJ2,Junkers J 2,Junkers &amp; Co,Germany,Landplane,Fighter,Piston,1,Light,1,1916,?,6
__JJ21,Junkers J 21 (T.21),Junkers &amp; Co,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1923,?,120
__JJ29,Junkers J 29,Junkers &amp; Co,Germany,Landplane,General Aviation,Piston,1,Light,2,1925,?,2
__JJ4,Junkers J 4 (J.I),Junkers &amp; Co,Germany,Landplane,Other military,Piston,1,Light,2,1917,?,227
__JJ9,Junkers J 9 (D.I),Junkers &amp; Co,Germany,Landplane,Fighter,Piston,1,Light,1,1917,1918,41
__JK16,Junkers K 16,Junkers &amp; Co,Germany,Landplane,General Aviation,Piston,1,Light,3,1921,?,17
__JK47,Junkers K 47,Junkers &amp; Co,Germany,Landplane,Fighter,Piston,1,Light,2,1929,?,23
__JN4,Curtiss JN-4 Jenny,Curtiss Aeroplane and Motor Company,United States,Landplane,Military Trainer,Piston,1,Light,2,1915,?,6 813
__JPM3,Marie JPM 03 Loiret,Avions Jean-Pierre Marie,France,Landplane,General Aviation,Piston,1,Light,2,?,,
__JS36,Junkers S 36,Junkers &amp; Co,Germany,Landplane,General Aviation,Piston,2,Light,3,1927,?,2
__JT1,Taylor JT-1 Monoplane,John F.Taylor,United Kingdom,Landplane,General Aviation,Piston,1,Light,1,1959,,
__JT19,Junkers T 19,Junkers &amp; Co,Germany,Landplane,General Aviation,Piston,1,Light,3,1922,?,3
__JT23,Junkers T 23,Junkers &amp; Co,Germany,Landplane,General Aviation,Piston,1,Light,2,1923,?,4
__JU160,Junkers Ju 160,Junkers &amp; Co,Germany,Landplane,General Aviation,Piston,1,Light,6,1934,?,47
__JU188,Junkers Ju 188 R&auml;cher,Junkers &amp; Co,Germany,Landplane,Bomber,Piston,2,Light,5,1940,?,1 234
